,Nome,Categoria,Preço,Unidades Vendidas,Total,Filial,Forma de Pagamento,Método de Entrega,Data
0,Luvas,Roupas,94.71,38,3598.98,RJ,Boleto,PAC,2020-08-20
0,Geleia,Alimentos,4.89,23,112.47,ES,Boleto,Retirada,2018-06-21
0,Luvas,Roupas,166.51,38,6327.38,MS,Pix,Retirada,2021-12-18
0,Luvas,Roupas,263.05,38,9995.9,SP,Crédito,Sedex,2013-03-14
0,Aspirador de pó,Eletrodomésticos,2423.01,25,60575.25,PR,Crédito,Retirada,2014-04-22
0,Uva,Alimentos,6.56,7,45.92,RJ,Débito,Retirada,2020-12-26
0,Tônico facial,Cosméticos,28.36,33,935.88,MS,Pix,PAC,2011-03-27
0,Forno elétrico,Eletrodomésticos,1139.31,17,19368.27,ES,Débito,PAC,2010-03-03
0,Uva,Alimentos,10.52,42,441.84,MG,Débito,Sedex,2011-01-11
0,Jeans,Roupas,177.98,7,1245.86,PR,Débito,Retirada,2010-03-28
0,Camiseta,Roupas,72.94,50,3647.0,MS,Pix,Sedex,2015-03-15
0,Sutiã,Roupas,104.28,16,1668.48,SP,Boleto,Retirada,2016-10-05
0,Esquadro,Ferramentas Manuais,15.89,15,238.35,RJ,Débito,Retirada,2013-11-30
0,Base,Cosméticos,56.42,6,338.52,RJ,Crédito,Retirada,2014-01-29
0,Fogão,Eletrodomésticos,1018.5,16,16296.0,RJ,Débito,Retirada,2021-03-27
0,Geladeira,Eletrodomésticos,1718.71,26,44686.46,RJ,Débito,Sedex,2010-02-24
0,Laranja,Alimentos,4.77,7,33.39,SP,Débito,Retirada,2021-10-23
0,Corretivo,Cosméticos,68.56,36,2468.16,MS,Pix,Retirada,2021-07-02
0,Grampo,Ferramentas Manuais,40.38,45,1817.1,PR,Crédito,Sedex,2020-02-29
0,Enxada,Ferramentas Manuais,27.63,8,221.04,PR,Débito,Sedex,2010-06-08
0,Nível,Ferramentas Manuais,42.63,35,1492.05,PR,Pix,Retirada,2018-06-01
0,Banana,Alimentos,3.01,27,81.27,MS,Crédito,PAC,2021-10-03
0,Maçã,Alimentos,11.61,33,383.13,MG,Débito,PAC,2018-08-14
0,Micro-ondas,Eletrodomésticos,2810.3,49,137704.7,RJ,Débito,Retirada,2020-07-15
0,Chapéu,Roupas,177.03,25,4425.75,SP,Débito,Sedex,2017-08-02
0,Gorro,Roupas,253.58,29,7353.82,SP,Débito,Sedex,2011-06-06
0,Formão,Ferramentas Manuais,14.49,22,318.78,PR,Boleto,PAC,2022-07-02
0,Micro-ondas,Eletrodomésticos,2946.74,1,2946.74,SP,Crédito,PAC,2021-07-12
0,Esquadro,Ferramentas Manuais,22.79,3,68.37,PR,Crédito,PAC,2020-01-17
0,Martelo,Ferramentas Manuais,35.23,18,634.14,PR,Débito,Retirada,2021-03-17
0,Shampoo,Cosméticos,70.97,45,3193.65,PR,Débito,Sedex,2016-08-22
0,Jeans,Roupas,285.85,47,13434.95,PR,Débito,Sedex,2011-08-13
0,Cebola,Alimentos,1.94,42,81.48,MG,Boleto,Sedex,2022-04-02
0,Tesoura,Ferramentas Manuais,10.04,6,60.24,ES,Pix,Sedex,2015-12-21
0,Alho,Alimentos,3.0,42,126.0,PR,Crédito,Sedex,2012-05-10
0,Pregos,Ferramentas Manuais,13.37,10,133.7,MS,Crédito,Retirada,2012-03-21
0,Jeans,Roupas,272.43,41,11169.63,PR,Boleto,Sedex,2019-11-22
0,Chave estrela,Ferramentas Manuais,18.24,2,36.48,MS,Pix,Sedex,2018-06-08
0,Geladeira,Eletrodomésticos,757.14,1,757.14,ES,Pix,Retirada,2017-09-27
0,Laranja,Alimentos,7.37,27,198.99,ES,Boleto,Sedex,2017-09-09
0,Ar-condicionado,Eletrodomésticos,2499.02,38,94962.76,SP,Débito,Sedex,2010-08-22
0,Pregos,Ferramentas Manuais,35.54,19,675.26,ES,Pix,Sedex,2017-02-12
0,Torradeira,Eletrodomésticos,1485.08,24,35641.92,RJ,Crédito,Sedex,2010-06-22
0,Gorro,Roupas,252.21,47,11853.87,RJ,Débito,Sedex,2012-09-08
0,Perfume,Cosméticos,55.67,20,1113.4,SP,Débito,Sedex,2018-03-05
0,Base,Cosméticos,38.11,5,190.55,MS,Boleto,Sedex,2020-12-08
0,Geladeira,Eletrodomésticos,2604.64,25,65116.0,PR,Pix,PAC,2022-12-26
0,Esmalte,Cosméticos,29.6,37,1095.2,RJ,Pix,Retirada,2019-03-18
0,Banana,Alimentos,4.84,29,140.36,MG,Débito,PAC,2013-01-09
0,Meias,Roupas,114.84,33,3789.72,MG,Pix,Sedex,2012-01-01
0,Martelo,Ferramentas Manuais,47.18,48,2264.64,PR,Pix,Sedex,2010-04-07
0,Grampo,Ferramentas Manuais,10.43,41,427.63,RJ,Boleto,PAC,2020-11-05
0,Chocolate,Alimentos,5.98,28,167.44,PR,Pix,Sedex,2016-08-30
0,Lápis de olho,Cosméticos,39.92,6,239.52,MS,Pix,Sedex,2020-09-30
0,Pregos,Ferramentas Manuais,24.51,8,196.08,MG,Boleto,Sedex,2016-03-31
0,Geladeira,Eletrodomésticos,645.59,24,15494.16,RJ,Boleto,Retirada,2011-02-16
0,Batedeira,Eletrodomésticos,1487.77,38,56535.26,MS,Boleto,Retirada,2011-06-15
0,Forno elétrico,Eletrodomésticos,2820.1,48,135364.8,MG,Boleto,Retirada,2021-05-27
0,Meias,Roupas,96.15,12,1153.8,RJ,Boleto,Retirada,2013-03-07
0,Cebola,Alimentos,2.61,2,5.22,ES,Pix,Retirada,2019-08-24
0,Esquadro,Ferramentas Manuais,10.59,26,275.34,SP,Crédito,PAC,2016-10-14
0,Fogão,Eletrodomésticos,1243.49,12,14921.88,MS,Débito,Retirada,2012-04-02
0,Uva,Alimentos,4.52,30,135.6,MS,Pix,PAC,2021-06-03
0,Grampo,Ferramentas Manuais,11.82,18,212.76,SP,Débito,Retirada,2015-05-16
0,Gorro,Roupas,54.0,27,1458.0,MS,Pix,PAC,2021-10-02
0,Batedeira,Eletrodomésticos,581.8,10,5818.0,SP,Débito,Retirada,2013-12-13
0,Aspirador de pó,Eletrodomésticos,1500.96,9,13508.64,ES,Débito,Sedex,2011-11-26
0,Secadora de roupas,Eletrodomésticos,2964.84,16,47437.44,PR,Pix,Sedex,2011-03-23
0,Blush,Cosméticos,66.28,3,198.84,PR,Pix,Sedex,2016-04-16
0,Torradeira,Eletrodomésticos,1499.76,15,22496.4,ES,Débito,Retirada,2019-12-10
0,Meias,Roupas,196.71,44,8655.24,ES,Débito,Retirada,2014-11-18
0,Pregos,Ferramentas Manuais,26.58,28,744.24,RJ,Crédito,Retirada,2022-11-17
0,Aspirador de pó,Eletrodomésticos,1245.81,49,61044.69,RJ,Crédito,Retirada,2019-03-13
0,Camiseta,Roupas,78.51,18,1413.18,RJ,Crédito,Sedex,2019-10-11
0,Serra,Ferramentas Manuais,30.97,34,1052.98,SP,Débito,PAC,2014-01-22
0,Blush,Cosméticos,47.78,9,430.02,RJ,Débito,Sedex,2018-08-06
0,Alho,Alimentos,9.44,9,84.96,MS,Boleto,PAC,2011-04-11
0,Base,Cosméticos,27.56,29,799.24,ES,Crédito,PAC,2012-09-29
0,Uva,Alimentos,5.63,10,56.3,SP,Boleto,Sedex,2013-04-28
0,Batedeira,Eletrodomésticos,963.45,36,34684.2,MS,Débito,PAC,2015-08-09
0,Bermuda,Roupas,142.43,38,5412.34,PR,Débito,Sedex,2017-06-12
0,Micro-ondas,Eletrodomésticos,900.82,18,16214.76,MG,Crédito,Sedex,2016-01-10
0,Forno elétrico,Eletrodomésticos,1800.66,25,45016.5,PR,Boleto,Sedex,2015-05-11
0,Enxada,Ferramentas Manuais,16.15,3,48.45,MG,Pix,PAC,2020-11-22
0,Tomate,Alimentos,2.2,35,77.0,SP,Débito,PAC,2010-11-04
0,Vestido,Roupas,70.91,29,2056.39,SP,Crédito,PAC,2017-08-21
0,Batedeira,Eletrodomésticos,1631.86,25,40796.5,ES,Débito,PAC,2020-11-07
0,Ar-condicionado,Eletrodomésticos,1499.25,9,13493.25,SP,Boleto,Sedex,2011-01-19
0,Chapéu,Roupas,254.04,15,3810.6,MS,Pix,Sedex,2014-12-02
0,Camiseta,Roupas,277.89,46,12782.94,SP,Boleto,Retirada,2015-06-09
0,Pregos,Ferramentas Manuais,12.08,8,96.64,MG,Débito,Sedex,2016-11-18
0,Banana,Alimentos,9.54,6,57.24,MG,Pix,Retirada,2022-10-05
0,Tônico facial,Cosméticos,51.93,39,2025.27,PR,Crédito,Retirada,2019-05-22
0,Ar-condicionado,Eletrodomésticos,2210.25,26,57466.5,RJ,Débito,Sedex,2019-07-04
0,Geladeira,Eletrodomésticos,1229.01,13,15977.13,MS,Boleto,Sedex,2020-06-05
0,Grampo,Ferramentas Manuais,30.77,41,1261.57,SP,Crédito,Sedex,2010-01-14
0,Batedeira,Eletrodomésticos,1345.49,44,59201.56,SP,Boleto,PAC,2020-07-11
0,Desodorante,Cosméticos,55.28,7,386.96,MS,Boleto,PAC,2010-07-21
0,Boné,Roupas,252.43,13,3281.59,RJ,Boleto,Retirada,2022-07-20
0,Torradeira,Eletrodomésticos,1371.41,21,28799.61,ES,Crédito,Sedex,2010-04-27
0,Esquadro,Ferramentas Manuais,13.3,39,518.7,PR,Débito,PAC,2017-12-29
0,Corretivo,Cosméticos,25.4,47,1193.8,SP,Boleto,Retirada,2011-11-24
0,Esquadro,Ferramentas Manuais,47.79,46,2198.34,ES,Débito,Sedex,2014-05-28
0,Esquadro,Ferramentas Manuais,22.39,20,447.8,SP,Crédito,Sedex,2017-04-04
0,Gorro,Roupas,227.59,15,3413.85,MS,Boleto,PAC,2016-05-02
0,Formão,Ferramentas Manuais,44.41,2,88.82,MG,Pix,PAC,2018-03-22
0,Uva,Alimentos,7.58,18,136.44,PR,Crédito,Retirada,2022-09-23
0,Chave estrela,Ferramentas Manuais,21.08,23,484.84,SP,Crédito,Retirada,2017-05-01
0,Batedeira,Eletrodomésticos,1597.88,34,54327.92,MS,Boleto,Retirada,2012-04-24
0,Máquina de lavar roupa,Eletrodomésticos,1473.71,10,14737.1,PR,Boleto,Sedex,2020-11-01
0,Lápis de olho,Cosméticos,52.64,35,1842.4,RJ,Débito,PAC,2016-07-04
0,Maçã,Alimentos,6.6,32,211.2,PR,Boleto,Sedex,2022-01-22
0,Desodorante,Cosméticos,58.55,28,1639.4,PR,Pix,Sedex,2014-06-02
0,Sutiã,Roupas,166.44,48,7989.12,PR,Crédito,Retirada,2021-07-28
0,Lápis de olho,Cosméticos,41.66,48,1999.68,MS,Boleto,Retirada,2012-01-24
0,Uva,Alimentos,4.63,9,41.67,PR,Débito,Retirada,2015-08-05
0,Tesoura,Ferramentas Manuais,32.08,33,1058.64,RJ,Pix,Retirada,2017-06-04
0,Cebola,Alimentos,6.03,26,156.78,SP,Pix,PAC,2014-04-26
0,Tomate,Alimentos,8.41,36,302.76,ES,Crédito,PAC,2020-12-11
0,Nível,Ferramentas Manuais,26.89,25,672.25,PR,Boleto,Retirada,2015-05-16
0,Desodorante,Cosméticos,31.92,10,319.2,SP,Crédito,Retirada,2012-03-11
0,Sutiã,Roupas,133.33,29,3866.57,RJ,Crédito,Retirada,2014-05-31
0,Serra,Ferramentas Manuais,14.96,50,748.0,PR,Crédito,Retirada,2021-11-22
0,Luvas,Roupas,152.39,7,1066.73,MG,Pix,PAC,2015-10-16
0,Ar-condicionado,Eletrodomésticos,2562.86,2,5125.72,PR,Boleto,PAC,2021-12-31
0,Chocolate,Alimentos,10.29,28,288.12,ES,Boleto,Sedex,2019-10-01
0,Laranja,Alimentos,7.0,4,28.0,MS,Crédito,PAC,2022-02-13
0,Serra,Ferramentas Manuais,10.86,11,119.46,PR,Boleto,PAC,2016-11-06
0,Batedeira,Eletrodomésticos,1719.75,29,49872.75,SP,Boleto,Retirada,2022-07-30
0,Secadora de roupas,Eletrodomésticos,2572.06,32,82305.92,MG,Crédito,PAC,2012-07-23
0,Luvas,Roupas,267.33,32,8554.56,PR,Boleto,Retirada,2018-12-18
0,Tesoura,Ferramentas Manuais,23.77,17,404.09,MS,Crédito,Sedex,2010-12-26
0,Alho,Alimentos,1.27,48,60.96,ES,Boleto,PAC,2011-04-29
0,Ovo,Alimentos,1.84,18,33.12,MS,Pix,Retirada,2013-09-16
0,Torradeira,Eletrodomésticos,2595.88,35,90855.8,SP,Pix,PAC,2021-03-10
0,Base,Cosméticos,36.99,45,1664.55,ES,Débito,Sedex,2020-12-21
0,Martelo,Ferramentas Manuais,40.32,17,685.44,MG,Pix,Retirada,2010-11-19
0,Perfume,Cosméticos,72.85,13,947.05,RJ,Boleto,Retirada,2014-12-19
0,Jeans,Roupas,80.03,45,3601.35,SP,Pix,PAC,2016-02-26
0,Iluminador,Cosméticos,60.52,8,484.16,PR,Pix,Sedex,2010-06-25
0,Bermuda,Roupas,78.99,27,2132.73,MG,Crédito,Retirada,2015-01-26
0,Banana,Alimentos,7.41,9,66.69,SP,Crédito,Retirada,2022-02-28
0,Nível,Ferramentas Manuais,22.19,2,44.38,ES,Débito,PAC,2017-10-26
0,Shampoo,Cosméticos,45.68,43,1964.24,RJ,Boleto,Sedex,2022-10-07
0,Tomate,Alimentos,8.6,19,163.4,SP,Débito,Retirada,2015-07-14
0,Esmalte,Cosméticos,53.96,9,485.64,SP,Crédito,PAC,2020-08-15
0,Chave estrela,Ferramentas Manuais,43.62,21,916.02,RJ,Pix,PAC,2017-02-24
0,Máquina de lavar roupa,Eletrodomésticos,992.91,3,2978.73,ES,Boleto,Sedex,2018-06-20
0,Blush,Cosméticos,38.58,14,540.12,RJ,Pix,Retirada,2017-06-07
0,Torradeira,Eletrodomésticos,2839.14,8,22713.12,ES,Boleto,PAC,2017-02-11
0,Pregos,Ferramentas Manuais,16.91,36,608.76,MS,Débito,Sedex,2020-05-18
0,Máquina de lavar roupa,Eletrodomésticos,1499.03,41,61460.23,SP,Crédito,Retirada,2017-06-19
0,Chave estrela,Ferramentas Manuais,48.26,21,1013.46,MS,Débito,Sedex,2013-02-24
0,Nível,Ferramentas Manuais,23.2,40,928.0,MS,Pix,PAC,2017-11-11
0,Sutiã,Roupas,55.61,22,1223.42,SP,Débito,Sedex,2022-04-03
0,Grampo,Ferramentas Manuais,13.81,15,207.15,ES,Crédito,Sedex,2021-09-11
0,Desodorante,Cosméticos,23.89,27,645.03,SP,Pix,Retirada,2016-06-10
0,Chapéu,Roupas,136.65,37,5056.05,PR,Débito,Sedex,2022-04-01
0,Laranja,Alimentos,8.47,25,211.75,PR,Pix,Sedex,2010-08-12
0,Blush,Cosméticos,73.99,23,1701.77,MS,Boleto,PAC,2010-12-20
0,Blush,Cosméticos,70.33,31,2180.23,MG,Boleto,Retirada,2010-06-01
0,Iluminador,Cosméticos,43.5,1,43.5,RJ,Pix,Sedex,2018-01-31
0,Esmalte,Cosméticos,69.19,37,2560.03,ES,Crédito,Retirada,2015-07-20
0,Perfume,Cosméticos,35.39,16,566.24,MS,Boleto,Sedex,2018-02-17
0,Perfume,Cosméticos,71.93,33,2373.69,SP,Crédito,Sedex,2011-09-01
0,Secadora de roupas,Eletrodomésticos,2470.9,27,66714.3,ES,Débito,PAC,2021-12-15
0,Batedeira,Eletrodomésticos,983.89,49,48210.61,RJ,Débito,Sedex,2011-04-06
0,Blush,Cosméticos,34.76,22,764.72,PR,Boleto,Sedex,2011-03-04
0,Uva,Alimentos,3.45,50,172.5,MG,Boleto,Sedex,2020-03-17
0,Uva,Alimentos,6.77,10,67.7,PR,Crédito,Sedex,2020-12-05
0,Perfume,Cosméticos,36.69,34,1247.46,PR,Crédito,PAC,2021-03-27
0,Gorro,Roupas,158.21,14,2214.94,MS,Débito,PAC,2017-05-21
0,Blush,Cosméticos,64.46,4,257.84,ES,Pix,Sedex,2010-03-28
0,Aspirador de pó,Eletrodomésticos,2191.71,16,35067.36,RJ,Crédito,Sedex,2018-08-01
0,Vestido,Roupas,241.73,35,8460.55,MS,Boleto,Sedex,2015-10-26
0,Ovo,Alimentos,11.67,15,175.05,SP,Pix,Retirada,2020-07-08
0,Tônico facial,Cosméticos,62.25,24,1494.0,RJ,Débito,Sedex,2010-07-30
0,Jeans,Roupas,156.92,18,2824.56,SP,Pix,PAC,2012-03-06
0,Forno elétrico,Eletrodomésticos,2465.03,23,56695.69,SP,Boleto,PAC,2015-03-17
0,Chocolate,Alimentos,4.2,22,92.4,RJ,Crédito,Retirada,2018-01-12
0,Tomate,Alimentos,6.27,48,300.96,ES,Boleto,Retirada,2011-11-14
0,Uva,Alimentos,5.71,38,216.98,RJ,Boleto,Retirada,2011-10-09
0,Sutiã,Roupas,195.93,7,1371.51,MG,Débito,PAC,2016-01-07
0,Blush,Cosméticos,52.94,10,529.4,MG,Boleto,Sedex,2020-01-12
0,Esquadro,Ferramentas Manuais,19.29,9,173.61,PR,Boleto,Sedex,2018-12-07
0,Perfume,Cosméticos,45.83,25,1145.75,ES,Débito,Sedex,2017-08-23
0,Geleia,Alimentos,9.75,35,341.25,ES,Crédito,PAC,2021-12-07
0,Luvas,Roupas,210.28,25,5257.0,MS,Débito,Retirada,2018-05-29
0,Geleia,Alimentos,8.03,20,160.6,RJ,Pix,PAC,2019-09-26
0,Ovo,Alimentos,11.82,1,11.82,MG,Débito,Sedex,2013-06-29
0,Secadora de roupas,Eletrodomésticos,1234.0,16,19744.0,SP,Débito,Retirada,2016-06-16
0,Laranja,Alimentos,4.14,50,207.0,ES,Débito,Sedex,2010-12-06
0,Bermuda,Roupas,205.02,10,2050.2,SP,Pix,PAC,2021-02-19
0,Grampo,Ferramentas Manuais,46.15,27,1246.05,MG,Pix,Retirada,2013-04-17
0,Geladeira,Eletrodomésticos,1110.01,42,46620.42,ES,Crédito,Retirada,2018-07-30
0,Nível,Ferramentas Manuais,44.06,15,660.9,ES,Pix,PAC,2013-06-17
0,Ovo,Alimentos,11.65,35,407.75,PR,Pix,PAC,2021-10-20
0,Luvas,Roupas,175.87,12,2110.44,MG,Pix,Sedex,2013-06-26
0,Micro-ondas,Eletrodomésticos,2265.46,38,86087.48,RJ,Pix,PAC,2022-05-12
0,Grampo,Ferramentas Manuais,13.36,22,293.92,RJ,Boleto,Retirada,2012-09-16
0,Desodorante,Cosméticos,59.98,32,1919.36,RJ,Crédito,PAC,2012-08-23
0,Desodorante,Cosméticos,34.85,20,697.0,MG,Pix,Sedex,2021-10-02
0,Base,Cosméticos,36.59,40,1463.6,MG,Pix,PAC,2010-10-25
0,Laranja,Alimentos,3.19,13,41.47,RJ,Pix,PAC,2013-01-21
0,Chocolate,Alimentos,4.07,1,4.07,MG,Pix,PAC,2014-01-11
0,Meias,Roupas,274.75,46,12638.5,RJ,Pix,PAC,2022-01-16
0,Formão,Ferramentas Manuais,35.9,11,394.9,MS,Crédito,Sedex,2015-11-03
0,Shampoo,Cosméticos,39.5,36,1422.0,PR,Crédito,Retirada,2021-12-12
0,Forno elétrico,Eletrodomésticos,2134.78,1,2134.78,PR,Crédito,PAC,2020-02-10
0,Batedeira,Eletrodomésticos,1731.92,3,5195.76,PR,Crédito,Retirada,2014-04-28
0,Camiseta,Roupas,235.8,30,7074.0,ES,Crédito,Retirada,2020-10-26
0,Bermuda,Roupas,82.42,35,2884.7,SP,Boleto,Retirada,2017-07-16
0,Grampo,Ferramentas Manuais,21.99,7,153.93,ES,Boleto,PAC,2022-10-10
0,Boné,Roupas,229.38,3,688.14,RJ,Pix,Retirada,2012-09-26
0,Base,Cosméticos,29.15,32,932.8,MS,Débito,Retirada,2020-07-06
0,Lápis de olho,Cosméticos,30.53,30,915.9,MS,Crédito,Sedex,2022-02-04
0,Lápis de olho,Cosméticos,21.32,42,895.44,PR,Pix,Sedex,2019-07-19
0,Grampo,Ferramentas Manuais,15.39,35,538.65,SP,Crédito,Sedex,2013-01-14
0,Formão,Ferramentas Manuais,28.25,42,1186.5,ES,Crédito,Retirada,2021-11-08
0,Aspirador de pó,Eletrodomésticos,1051.73,38,39965.74,SP,Boleto,Retirada,2011-09-05
0,Shampoo,Cosméticos,45.12,36,1624.32,SP,Crédito,Retirada,2014-11-16
0,Máquina de lavar roupa,Eletrodomésticos,2638.25,45,118721.25,ES,Boleto,Sedex,2022-05-02
0,Luvas,Roupas,260.17,48,12488.16,ES,Boleto,Sedex,2017-09-26
0,Bermuda,Roupas,269.45,13,3502.85,PR,Crédito,Retirada,2010-08-30
0,Cebola,Alimentos,2.45,38,93.1,ES,Crédito,Sedex,2013-03-05
0,Base,Cosméticos,45.27,10,452.7,ES,Crédito,Sedex,2012-03-17
0,Lápis de olho,Cosméticos,61.74,9,555.66,SP,Crédito,PAC,2022-10-18
0,Corretivo,Cosméticos,44.29,24,1062.96,PR,Débito,PAC,2012-04-29
0,Aspirador de pó,Eletrodomésticos,2599.75,16,41596.0,MG,Crédito,PAC,2014-01-25
0,Formão,Ferramentas Manuais,25.39,23,583.97,SP,Boleto,Retirada,2022-12-11
0,Bermuda,Roupas,94.47,2,188.94,RJ,Débito,Sedex,2021-03-29
0,Grampo,Ferramentas Manuais,35.96,48,1726.08,SP,Boleto,Retirada,2015-08-23
0,Maçã,Alimentos,1.25,48,60.0,ES,Pix,Retirada,2013-06-17
0,Forno elétrico,Eletrodomésticos,2327.55,2,4655.1,MS,Boleto,Retirada,2011-12-07
0,Lápis de olho,Cosméticos,35.18,32,1125.76,RJ,Boleto,Sedex,2012-07-10
0,Formão,Ferramentas Manuais,17.9,26,465.4,MS,Boleto,PAC,2011-12-19
0,Banana,Alimentos,7.89,1,7.89,MS,Boleto,Sedex,2017-06-10
0,Torradeira,Eletrodomésticos,1688.73,50,84436.5,ES,Boleto,Sedex,2012-11-26
0,Alho,Alimentos,11.55,41,473.55,PR,Débito,Sedex,2014-05-04
0,Geleia,Alimentos,10.91,21,229.11,MG,Pix,Retirada,2021-08-18
0,Enxada,Ferramentas Manuais,47.98,24,1151.52,SP,Boleto,Retirada,2010-07-27
0,Nível,Ferramentas Manuais,47.8,2,95.6,PR,Pix,PAC,2013-06-14
0,Tônico facial,Cosméticos,42.31,5,211.55,MG,Débito,PAC,2019-08-18
0,Chapéu,Roupas,108.01,16,1728.16,MG,Pix,Sedex,2018-08-19
0,Geladeira,Eletrodomésticos,1927.24,25,48181.0,PR,Crédito,Sedex,2021-08-20
0,Tônico facial,Cosméticos,42.34,10,423.4,PR,Crédito,Sedex,2017-11-11
0,Batedeira,Eletrodomésticos,857.14,8,6857.12,SP,Pix,Retirada,2022-03-08
0,Nível,Ferramentas Manuais,11.55,13,150.15,MG,Boleto,Retirada,2018-07-12
0,Corretivo,Cosméticos,50.35,16,805.6,SP,Débito,PAC,2012-08-15
0,Geleia,Alimentos,1.34,36,48.24,RJ,Boleto,Retirada,2015-08-07
0,Batedeira,Eletrodomésticos,2784.81,3,8354.43,MG,Boleto,Sedex,2017-02-12
0,Uva,Alimentos,8.68,15,130.2,RJ,Pix,PAC,2020-08-25
0,Alho,Alimentos,8.58,25,214.5,MS,Crédito,Retirada,2020-09-05
0,Perfume,Cosméticos,62.99,41,2582.59,RJ,Débito,Sedex,2018-04-18
0,Gorro,Roupas,73.09,38,2777.42,SP,Crédito,Sedex,2022-02-19
0,Corretivo,Cosméticos,41.12,1,41.12,ES,Crédito,Sedex,2011-04-15
0,Máquina de lavar roupa,Eletrodomésticos,1716.98,11,18886.78,RJ,Débito,PAC,2011-01-06
0,Camiseta,Roupas,188.43,34,6406.62,MS,Boleto,Sedex,2021-11-06
0,Bermuda,Roupas,210.52,48,10104.96,PR,Boleto,Retirada,2020-01-31
0,Sutiã,Roupas,125.75,15,1886.25,SP,Débito,Sedex,2021-08-04
0,Luvas,Roupas,215.21,33,7101.93,ES,Pix,Sedex,2021-08-29
0,Chocolate,Alimentos,2.33,50,116.5,SP,Boleto,PAC,2013-03-02
0,Jeans,Roupas,200.74,37,7427.38,RJ,Boleto,Retirada,2018-07-18
0,Gorro,Roupas,138.79,12,1665.48,SP,Débito,PAC,2014-10-09
0,Geladeira,Eletrodomésticos,1214.88,27,32801.76,ES,Boleto,PAC,2011-12-18
0,Fogão,Eletrodomésticos,1992.06,37,73706.22,ES,Pix,Sedex,2018-06-20
0,Chapéu,Roupas,55.98,41,2295.18,ES,Crédito,PAC,2018-04-05
0,Uva,Alimentos,6.5,28,182.0,MS,Débito,Sedex,2020-11-06
0,Máquina de lavar roupa,Eletrodomésticos,827.59,47,38896.73,PR,Boleto,PAC,2016-06-27
0,Luvas,Roupas,266.28,39,10384.92,MG,Débito,Retirada,2010-02-11
0,Bermuda,Roupas,62.82,27,1696.14,PR,Boleto,Retirada,2017-03-28
0,Chocolate,Alimentos,5.29,6,31.74,ES,Débito,Retirada,2016-09-17
0,Aspirador de pó,Eletrodomésticos,951.98,22,20943.56,MS,Boleto,PAC,2020-12-22
0,Base,Cosméticos,66.21,17,1125.57,RJ,Crédito,Sedex,2012-02-07
0,Chave estrela,Ferramentas Manuais,28.04,34,953.36,ES,Crédito,Sedex,2017-06-21
0,Enxada,Ferramentas Manuais,39.38,39,1535.82,RJ,Débito,Sedex,2017-06-23
0,Iluminador,Cosméticos,57.29,8,458.32,ES,Débito,Sedex,2022-01-17
0,Iluminador,Cosméticos,60.88,1,60.88,SP,Crédito,Retirada,2020-02-14
0,Bermuda,Roupas,182.9,25,4572.5,PR,Boleto,Retirada,2013-10-16
0,Luvas,Roupas,231.08,14,3235.12,SP,Débito,Sedex,2015-11-08
0,Banana,Alimentos,5.49,11,60.39,SP,Débito,PAC,2018-01-10
0,Martelo,Ferramentas Manuais,22.09,16,353.44,SP,Débito,PAC,2018-10-24
0,Camiseta,Roupas,119.21,47,5602.87,PR,Pix,PAC,2013-08-06
0,Martelo,Ferramentas Manuais,33.48,26,870.48,SP,Débito,Retirada,2011-11-16
0,Jeans,Roupas,81.85,47,3846.95,MG,Crédito,Sedex,2016-08-24
0,Cebola,Alimentos,9.61,25,240.25,PR,Crédito,Sedex,2019-08-06
0,Martelo,Ferramentas Manuais,45.59,48,2188.32,SP,Boleto,PAC,2012-06-13
0,Formão,Ferramentas Manuais,18.72,26,486.72,RJ,Pix,Retirada,2013-04-21
0,Secadora de roupas,Eletrodomésticos,990.33,44,43574.52,PR,Boleto,Retirada,2019-12-13
0,Esquadro,Ferramentas Manuais,23.84,4,95.36,ES,Crédito,Sedex,2019-03-13
0,Base,Cosméticos,44.05,5,220.25,PR,Boleto,PAC,2014-10-26
0,Desodorante,Cosméticos,46.83,15,702.45,RJ,Boleto,Retirada,2018-10-11
0,Luvas,Roupas,297.95,12,3575.4,SP,Boleto,Retirada,2013-08-03
0,Banana,Alimentos,7.21,35,252.35,PR,Débito,Sedex,2020-06-10
0,Blush,Cosméticos,52.55,35,1839.25,PR,Crédito,PAC,2010-06-11
0,Lápis de olho,Cosméticos,24.85,37,919.45,MS,Pix,PAC,2019-02-23
0,Ovo,Alimentos,7.39,50,369.5,RJ,Crédito,Retirada,2022-08-16
0,Batedeira,Eletrodomésticos,2224.28,48,106765.44,ES,Crédito,PAC,2010-07-14
0,Laranja,Alimentos,9.03,27,243.81,MG,Pix,PAC,2016-03-15
0,Bermuda,Roupas,286.44,41,11744.04,ES,Pix,PAC,2022-05-08
0,Meias,Roupas,158.03,2,316.06,SP,Pix,Sedex,2021-08-12
0,Vestido,Roupas,270.84,43,11646.12,SP,Boleto,PAC,2012-02-12
0,Bermuda,Roupas,106.71,20,2134.2,MS,Crédito,PAC,2018-02-22
0,Iluminador,Cosméticos,28.78,47,1352.66,PR,Débito,Sedex,2022-07-25
0,Camiseta,Roupas,224.71,45,10111.95,RJ,Débito,Sedex,2012-05-10
0,Camiseta,Roupas,136.66,23,3143.18,SP,Boleto,Retirada,2013-04-11
